S.No,Crop Name,Soil Type,Growth Duration (Days),Season,N-P-K Ratio,Urea (kg/ha),DAP (kg/ha),MOP (kg/ha),Fertilizer Schedule,Water Requirement,Cultivation Tips,Harvesting Tips
13,Castor,Clay,150-180,Kharif,45-20-25,95,45,45,Basal + Top Dressing at 30 DAS,Moderate,Raised beds recommended,Harvest when capsules mature
14,Castor,Red Soil,140-170,Kharif,55-25-30,110,50,50,Basal + Top Dressing at 30 DAS,Moderate,Add organic matter for fertility,Harvest when capsules mature
15,Castor,Black Soil,150-180,Kharif,50-25-30,100,50,50,Basal + Top Dressing at 30 DAS,Moderate,High moisture retention; avoid waterlogging,Harvest when capsules mature
16,Castor,Laterite Soil,140-170,Kharif,55-25-30,110,50,50,Basal + Top Dressing at 30 DAS,High,Improve soil fertility with compost,Harvest when capsules mature
17,Niger seed,Sandy Soil,85-100,Kharif,55-25-20,100,50,40,Basal + Top Dressing at 25 DAS,High,Sandy soil drains fast; frequent irrigation,Harvest when capsules turn brown
18,Niger seed,Sandy Loam,80-95,Kharif,50-25-20,95,45,40,Basal + Top Dressing at 25 DAS,Moderate,Loose soil ensures uniform seed growth,Harvest when capsules mature
19,Niger seed,Loam,75-90,Kharif,45-20-20,90,40,35,Basal + Top Dressing at 25 DAS,Moderate,Loam ensures dense growth,Harvest when capsules mature
20,Niger seed,Clay Loam,80-95,Kharif,45-20-20,90,40,35,Basal + Top Dressing at 25 DAS,Moderate,Ensure proper drainage,Harvest when capsules mature
21,Niger seed,Clay,85-100,Kharif,40-20-20,85,35,35,Basal + Top Dressing at 25 DAS,Moderate,Raised beds recommended,Harvest when capsules mature
22,Niger seed,Red Soil,80-95,Kharif,50-25-20,95,45,40,Basal + Top Dressing at 25 DAS,Moderate,Add compost to improve fertility,Harvest when capsules mature
23,Niger seed,Black Soil,85-100,Kharif,45-25-20,90,40,35,Basal + Top Dressing at 25 DAS,Moderate,High moisture retention; avoid waterlogging,Harvest when capsules mature
24,Niger seed,Laterite Soil,80-95,Kharif,50-25-20,95,45,40,Basal + Top Dressing at 25 DAS,High,Add organic matter for fertility,Harvest when capsules mature
25,Safflower,Sandy Soil,120-140,Rabi,60-25-30,110,55,50,Basal + Top Dressing at 30 DAS,High,Sandy soil drains fast; frequent irrigation,Harvest when seeds turn brown
26,Safflower,Sandy Loam,110-130,Rabi,55-25-25,105,50,45,Basal + Top Dressing at 30 DAS,Moderate,Loose soil ensures uniform growth,Harvest when seeds mature
27,Safflower,Loam,100-120,Rabi,50-20-25,100,45,40,Basal + Top Dressing at 30 DAS,Moderate,Loam ensures dense growth,Harvest when seeds mature
28,Safflower,Clay Loam,110-130,Rabi,50-20-25,100,45,40,Basal + Top Dressing at 30 DAS,Moderate,Ensure proper drainage,Harvest when seeds mature
29,Safflower,Clay,120-140,Rabi,45-20-25,95,40,40,Basal + Top Dressing at 30 DAS,Moderate,Raised beds recommended,Harvest when seeds mature
30,Safflower,Red Soil,110-130,Rabi,55-25-25,105,50,45,Basal + Top Dressing at 30 DAS,Moderate,Add compost to improve fertility,Harvest when seeds mature
31,Safflower,Black Soil,120-140,Rabi,50-25-25,100,45,40,Basal + Top Dressing at 30 DAS,Moderate,High moisture retention; avoid waterlogging,Harvest when seeds mature
32,Safflower,Laterite Soil,110-130,Rabi,55-25-25,105,50,45,Basal + Top Dressing at 30 DAS,High,Improve soil fertility with organic matter,Harvest when seeds mature
S.No,Crop Name,Soil Type,Growth Duration (Days),Season,N-P-K Ratio,Urea (kg/ha),DAP (kg/ha),MOP (kg/ha),Fertilizer Schedule,Water Requirement,Cultivation Tips,Harvesting Tips
1,Rapeseed,Sandy Soil,95-110,Rabi,60-30-30,120,55,50,Basal + Top Dressing at 30 DAS,High,Sandy soil drains fast; frequent irrigation needed,Harvest when pods turn brown and seeds mature
2,Rapeseed,Sandy Loam,90-105,Rabi,55-30-30,110,50,45,Basal + Top Dressing at 30 DAS,Moderate,Loose soil promotes uniform growth,Harvest when seeds are fully formed
3,Rapeseed,Loam,85-100,Rabi,50-25-25,100,45,40,Basal + Top Dressing at 30 DAS,Moderate,Loam ensures dense growth and high yield,Harvest when pods mature
4,Rapeseed,Clay Loam,90-105,Rabi,50-25-25,100,45,40,Basal + Top Dressing at 30 DAS,Moderate,Ensure proper drainage; avoid waterlogging,Harvest when pods mature
5,Rapeseed,Clay,95-110,Rabi,45-20-25,95,40,35,Basal + Top Dressing at 30 DAS,Moderate,Raised beds recommended for clay soils,Harvest when pods mature
6,Rapeseed,Red Soil,90-105,Rabi,55-25-25,110,50,45,Basal + Top Dressing at 30 DAS,Moderate,Add organic matter to improve fertility,Harvest when pods mature
7,Rapeseed,Black Soil,95-110,Rabi,50-25-25,100,45,40,Basal + Top Dressing at 30 DAS,Moderate,High moisture retention; avoid waterlogging,Harvest when pods mature
8,Rapeseed,Laterite Soil,90-105,Rabi,55-25-25,110,50,45,Basal + Top Dressing at 30 DAS,High,Add compost to improve fertility,Harvest when pods mature
9,Tung oil seed,Sandy Soil,140-160,Kharif,60-30-30,120,60,55,Basal + Top Dressing at 30 DAS,High,Sandy soil drains fast; frequent irrigation,Harvest when seeds mature and pods dry
10,Tung oil seed,Sandy Loam,130-150,Kharif,55-30-30,110,55,50,Basal + Top Dressing at 30 DAS,Moderate,Loose soil ensures uniform seed growth,Harvest when seeds mature
11,Tung oil seed,Loam,120-140,Kharif,50-25-25,100,50,45,Basal + Top Dressing at 30 DAS,Moderate,Loam ensures dense growth,Harvest when seeds mature
12,Tung oil seed,Clay Loam,130-150,Kharif,50-25-25,100,50,45,Basal + Top Dressing at 30 DAS,Moderate,Ensure proper drainage,Harvest when seeds mature
13,Tung oil seed,Clay,140-160,Kharif,45-20-25,95,45,40,Basal + Top Dressing at 30 DAS,Moderate,Raised beds recommended,Harvest when seeds mature
14,Tung oil seed,Red Soil,130-150,Kharif,55-25-25,110,50,50,Basal + Top Dressing at 30 DAS,Moderate,Add compost for fertility,Harvest when seeds mature
15,Tung oil seed,Black Soil,140-160,Kharif,50-25-25,100,50,45,Basal + Top Dressing at 30 DAS,Moderate,High moisture retention; avoid waterlogging,Harvest when seeds mature
16,Tung oil seed,Laterite Soil,130-150,Kharif,55-25-25,110,50,50,Basal + Top Dressing at 30 DAS,High,Improve fertility with organic matter,Harvest when seeds mature
17,Perilla seed,Sandy Soil,85-95,Kharif,55-25-25,100,50,40,Basal + Top Dressing at 25 DAS,High,Sandy soil drains fast; frequent irrigation needed,Harvest when capsules turn brown
18,Perilla seed,Sandy Loam,80-90,Kharif,50-25-25,95,45,40,Basal + Top Dressing at 25 DAS,Moderate,Loose soil ensures uniform seed growth,Harvest when capsules mature
19,Perilla seed,Loam,75-85,Kharif,45-20-20,90,40,35,Basal + Top Dressing at 25 DAS,Moderate,Loam ensures dense plant growth,Harvest when capsules mature
20,Perilla seed,Clay Loam,80-90,Kharif,45-20-20,90,40,35,Basal + Top Dressing at 25 DAS,Moderate,Ensure proper drainage,Harvest when capsules mature
21,Perilla seed,Clay,85-95,Kharif,40-20-20,85,35,35,Basal + Top Dressing at 25 DAS,Moderate,Raised beds recommended,Harvest when capsules mature
22,Perilla seed,Red Soil,80-90,Kharif,50-25-25,95,45,40,Basal + Top Dressing at 25 DAS,Moderate,Add compost to improve fertility,Harvest when capsules mature
23,Perilla seed,Black Soil,85-95,Kharif,45-25-25,90,40,35,Basal + Top Dressing at 25 DAS,Moderate,High moisture retention; avoid waterlogging,Harvest when capsules mature
24,Perilla seed,Laterite Soil,80-90,Kharif,50-25-25,95,45,40,Basal + Top Dressing at 25 DAS,High,Improve fertility with organic matter,Harvest when capsules mature
